MinutesPlayed,Tackles,MissedTackles,Carries,MetersGained,CleanBreaks,DefendersBeaten,Offloads,TurnoversWon,TurnoversConceded,PenaltiesConceded,Tries,Conversions,PenaltyGoals,DropGoals,YellowCards,RedCards,Points,MatchID,Team,PlayerID,PlayerName,Position
80,13,2,12,39,0,4,2,1,0,0,0,1,0,0,0,0,2,M014,Griquas,GRI_04,Griquas Player 04,Lock
74,14,2,9,98,0,0,0,0,0,0,1,0,0,0,0,0,5,M015,Sharks,SHA_08,Sharks Player 08,Number 8
58,16,0,8,34,0,0,1,1,2,1,1,0,0,0,0,0,5,M015,Sharks,SHA_22,Sharks Player 22,Openside Flanker
46,14,4,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,M015,Sharks,SHA_04,Sharks Player 04,Lock
76,13,2,7,48,2,2,2,0,0,1,0,0,0,0,0,0,0,M015,Sharks,SHA_12,Sharks Player 12,Inside Centre
80,19,1,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,M015,Sharks,SHA_18,Sharks Player 18,Tighthead Prop
74,0,2,1,17,1,1,3,2,0,1,0,0,0,0,0,0,0,M015,Sharks,SHA_14,Sharks Player 14,Right Wing
66,9,2,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,M015,Sharks,SHA_05,Sharks Player 05,Lock
65,19,2,7,66,4,1,0,0,0,0,1,0,2,0,0,0,11,M015,Sharks,SHA_25,Sharks Player 25,Fly-half
68,18,2,10,0,0,0,1,2,0,0,0,0,0,0,0,0,0,M015,Sharks,SHA_06,Sharks Player 06,Blindside Flanker
80,1,0,8,30,2,4,0,0,0,0,0,0,0,0,0,0,0,M015,Sharks,SHA_17,Sharks Player 17,Hooker
61,3,1,8,28,0,2,1,0,2,1,0,0,0,0,0,0,0,M015,Sharks,SHA_15,Sharks Player 15,Fullback
73,8,3,12,0,0,6,2,1,0,0,1,0,0,0,0,0,5,M015,Sharks,SHA_07,Sharks Player 07,Openside Flanker
68,6,1,5,5,1,1,0,2,0,2,0,0,0,0,0,0,0,M015,Sharks,SHA_01,Sharks Player 01,Loosehead Prop
63,18,2,3,52,0,2,0,1,0,2,0,0,0,0,0,0,0,M015,Sharks,SHA_03,Sharks Player 03,Tighthead Prop
80,12,3,9,37,0,1,1,0,0,1,0,0,0,0,0,0,0,M015,Sharks,SHA_16,Sharks Player 16,Loosehead Prop
76,16,3,11,55,1,5,2,0,0,2,1,0,0,0,0,0,5,M015,Pumas,PUM_14,Pumas Player 14,Right Wing
65,8,0,7,0,2,0,0,1,1,2,0,0,0,0,0,0,0,M015,Pumas,PUM_22,Pumas Player 22,Openside Flanker
78,15,0,11,19,1,2,2,2,1,2,0,1,0,0,0,0,2,M015,Pumas,PUM_08,Pumas Player 08,Number 8
80,0,1,10,79,4,3,0,0,0,2,0,0,1,0,0,0,3,M015,Pumas,PUM_09,Pumas Player 09,Scrum-half
80,20,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,M015,Pumas,PUM_06,Pumas Player 06,Blindside Flanker
77,13,3,9,28,0,0,0,3,1,2,0,0,0,0,0,0,0,M015,Pumas,PUM_04,Pumas Player 04,Lock
73,15,0,10,31,0,5,1,1,1,2,0,0,0,0,0,0,0,M015,Pumas,PUM_13,Pumas Player 13,Outside Centre
60,8,1,2,28,0,1,1,0,1,0,0,0,0,0,0,0,0,M015,Pumas,PUM_02,Pumas Player 02,Hooker
79,10,1,9,17,1,0,0,1,0,1,0,0,1,0,0,0,3,M015,Pumas,PUM_16,Pumas Player 16,Loosehead Prop
66,18,0,9,36,1,0,0,0,0,1,0,1,0,0,0,0,2,M015,Pumas,PUM_23,Pumas Player 23,Number 8
64,14,1,7,37,0,0,0,2,0,1,0,0,0,0,0,0,0,M015,Pumas,PUM_20,Pumas Player 20,Lock
73,0,4,4,72,2,1,1,0,0,1,0,2,1,0,0,0,7,M015,Pumas,PUM_25,Pumas Player 25,Fly-half
60,17,1,7,18,0,2,2,1,1,0,0,0,0,0,0,0,0,M015,Pumas,PUM_17,Pumas Player 17,Hooker
68,15,0,15,17,0,1,0,1,1,1,0,1,0,0,0,0,2,M015,Pumas,PUM_21,Pumas Player 21,Blindside Flanker
70,12,4,11,6,2,2,0,0,0,2,0,1,0,0,0,0,2,M015,Pumas,PUM_05,Pumas Player 05,Lock
65,27,1,5,23,0,1,1,0,1,1,0,0,1,0,0,0,3,M016,Stormers,STO_08,Stormers Player 08,Number 8
75,2,0,6,46,0,1,1,1,0,0,0,3,0,1,0,0,9,M016,Stormers,STO_25,Stormers Player 25,Fly-half
75,21,1,10,10,2,4,0,1,1,1,0,0,0,0,0,0,0,M016,Stormers,STO_01,Stormers Player 01,Loosehead Prop
61,12,0,3,30,1,0,2,0,0,1,1,0,0,0,1,0,5,M016,Stormers,STO_22,Stormers Player 22,Openside Flanker
80,11,3,5,51,1,2,0,0,0,0,0,0,0,0,0,0,0,M016,Stormers,STO_07,Stormers Player 07,Openside Flanker
58,3,1,5,63,1,0,2,2,0,0,0,0,0,0,0,0,0,M016,Stormers,STO_13,Stormers Player 13,Outside Centre
58,13,2,1,70,1,2,1,1,1,1,0,0,0,0,0,0,0,M016,Stormers,STO_11,Stormers Player 11,Left Wing
72,8,2,6,11,1,5,0,1,1,0,0,0,0,0,0,0,0,M016,Stormers,STO_09,Stormers Player 09,Scrum-half
58,12,0,12,57,1,1,0,0,2,0,0,0,0,0,0,0,0,M016,Stormers,STO_03,Stormers Player 03,Tighthead Prop
74,5,0,9,26,0,0,1,3,0,1,0,1,0,0,0,0,2,M016,Stormers,STO_18,Stormers Player 18,Tighthead Prop
76,10,2,10,30,0,1,2,0,1,0,0,0,0,0,0,0,0,M016,Stormers,STO_06,Stormers Player 06,Blindside Flanker
59,16,0,11,19,1,0,1,0,0,0,0,2,0,0,1,0,4,M016,Stormers,STO_19,Stormers Player 19,Lock
59,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,M016,Stormers,STO_16,Stormers Player 16,Loosehead Prop
68,13,0,11,25,2,3,1,1,0,2,0,0,0,0,0,0,0,M016,Stormers,STO_21,Stormers Player 21,Blindside Flanker
57,1,3,4,34,2,2,0,0,0,0,0,0,0,0,0,0,0,M016,Stormers,STO_14,Stormers Player 14,Right Wing
79,8,0,10,45,1,0,2,1,0,2,0,0,0,0,0,0,0,M016,Griffons,GRI_18,Griffons Player 18,Tighthead Prop
64,10,3,2,55,0,2,0,1,0,0,0,1,0,0,0,0,2,M016,Griffons,GRI_11,Griffons Player 11,Left Wing
40,8,0,9,5,0,0,2,3,0,0,0,0,0,0,0,0,0,M016,Griffons,GRI_01,Griffons Player 01,Loosehead Prop
77,4,1,10,23,0,3,0,0,0,2,0,0,0,0,0,0,0,M016,Griffons,GRI_04,Griffons Player 04,Lock
74,3,1,8,54,2,5,2,1,0,0,0,0,0,0,0,0,0,M016,Griffons,GRI_09,Griffons Player 09,Scrum-half
52,6,2,9,57,0,0,0,0,0,2,0,0,0,0,0,0,0,M016,Griffons,GRI_06,Griffons Player 06,Blindside Flanker
76,10,0,12,10,0,1,0,2,0,0,0,0,0,0,1,0,0,M016,Griffons,GRI_19,Griffons Player 19,Lock
79,15,1,13,41,0,0,1,1,0,0,0,0,0,0,0,0,0,M016,Griffons,GRI_21,Griffons Player 21,Blindside Flanker
74,16,1,8,12,0,0,1,0,0,0,1,0,0,0,0,0,5,M016,Griffons,GRI_02,Griffons Player 02,Hooker
59,10,3,5,29,1,0,1,0,0,0,0,0,0,0,0,0,0,M016,Griffons,GRI_22,Griffons Player 22,Openside Flanker
60,0,2,10,33,2,4,3,0,0,0,0,1,0,0,0,0,2,M016,Griffons,GRI_10,Griffons Player 10,Fly-half
77,9,0,15,0,0,3,0,1,0,2,0,0,0,0,0,0,0,M016,Griffons,GRI_07,Griffons Player 07,Openside Flanker
64,8,2,11,41,0,0,0,1,1,0,0,0,0,0,0,0,0,M016,Griffons,GRI_20,Griffons Player 20,Lock
60,2,2,4,49,3,4,2,0,1,0,0,0,0,0,0,0,0,M016,Griffons,GRI_12,Griffons Player 12,Inside Centre
66,12,0,8,76,2,0,0,1,0,0,0,0,0,0,0,0,0,M016,Griffons,GRI_13,Griffons Player 13,Outside Centre
65,13,3,11,7,1,0,0,1,1,1,0,0,0,0,0,0,0,M017,Bulls,BUL_20,Bulls Player 20,Lock
68,19,1,7,25,0,0,3,1,0,1,0,1,0,0,0,0,2,M017,Bulls,BUL_17,Bulls Player 17,Hooker
74,16,0,9,11,1,2,2,0,0,2,0,0,0,0,0,0,0,M017,Bulls,BUL_04,Bulls Player 04,Lock
53,14,2,4,98,2,1,1,0,0,1,0,0,0,0,0,0,0,M017,Bulls,BUL_13,Bulls Player 13,Outside Centre
78,13,0,8,0,1,1,0,1,0,1,0,0,0,0,0,0,0,M017,Bulls,BUL_19,Bulls Player 19,Lock
77,3,1,10,0,1,0,0,2,0,2,1,0,0,0,0,0,5,M017,Bulls,BUL_07,Bulls Player 07,Openside Flanker
78,2,3,9,62,0,4,1,0,0,1,0,0,0,0,1,0,0,M017,Bulls,BUL_09,Bulls Player 09,Scrum-half
69,7,4,3,12,0,2,1,3,0,0,2,0,0,0,0,0,10,M017,Bulls,BUL_02,Bulls Player 02,Hooker
67,2,3,8,23,2,1,0,0,0,1,0,0,0,0,0,0,0,M017,Bulls,BUL_14,Bulls Player 14,Right Wing
40,15,3,10,0,0,6,0,4,1,1,0,0,0,0,0,0,0,M017,Bulls,BUL_01,Bulls Player 01,Loosehead Prop
67,8,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,M017,Bulls,BUL_21,Bulls Player 21,Blindside Flanker
80,11,2,7,0,0,0,0,3,1,1,0,0,0,0,0,0,0,M017,Bulls,BUL_22,Bulls Player 22,Openside Flanker
64,5,0,5,62,2,3,1,1,0,1,0,0,0,0,0,0,0,M017,Bulls,BUL_15,Bulls Player 15,Fullback
50,6,4,6,76,0,7,2,0,0,1,0,0,0,0,0,0,0,M017,Bulls,BUL_11,Bulls Player 11,Left Wing
79,11,3,7,19,2,2,0,1,2,0,0,0,0,0,0,0,0,M017,Bulls,BUL_12,Bulls Player 12,Inside Centre
80,9,0,12,15,0,3,2,1,0,0,1,0,1,0,0,0,8,M017,Lions,LIO_07,Lions Player 07,Openside Flanker
47,7,1,4,32,1,1,1,1,0,0,1,0,0,0,0,0,5,M017,Lions,LIO_12,Lions Player 12,Inside Centre
69,10,0,5,53,2,6,0,0,1,0,0,0,0,0,0,0,0,M017,Lions,LIO_14,Lions Player 14,Right Wing
76,10,0,6,0,0,1,0,1,1,0,0,1,0,0,0,0,2,M017,Lions,LIO_03,Lions Player 03,Tighthead Prop
80,1,2,2,57,1,6,2,1,0,2,0,0,0,0,0,0,0,M017,Lions,LIO_11,Lions Player 11,Left Wing
65,11,0,11,48,1,0,0,0,0,0,0,0,0,0,1,0,0,M017,Lions,LIO_20,Lions Player 20,Lock
56,12,0,9,28,0,2,0,1,1,2,1,0,0,0,0,0,5,M017,Lions,LIO_21,Lions Player 21,Blindside Flanker
61,8,0,9,22,1,1,2,0,1,0,0,0,0,0,0,0,0,M017,Lions,LIO_04,Lions Player 04,Lock
75,9,1,3,76,1,2,1,3,1,1,0,1,0,0,0,0,2,M017,Lions,LIO_10,Lions Player 10,Fly-half
56,2,1,11,52,0,0,0,0,0,0,0,0,0,0,0,0,0,M017,Lions,LIO_17,Lions Player 17,Hooker
66,14,1,7,47,1,0,0,1,0,1,1,0,1,0,0,0,8,M017,Lions,LIO_19,Lions Player 19,Lock
75,2,2,2,42,0,2,0,0,1,0,0,1,0,0,0,0,2,M017,Lions,LIO_25,Lions Player 25,Fly-half
69,6,1,10,32,0,0,0,1,2,0,0,0,0,0,0,0,0,M017,Lions,LIO_06,Lions Player 06,Blindside Flanker
59,10,2,9,54,0,3,0,0,1,1,0,1,0,0,0,0,2,M017,Lions,LIO_23,Lions Player 23,Number 8
77,15,2,10,14,0,1,0,2,1,3,0,0,0,0,0,0,0,M017,Lions,LIO_05,Lions Player 05,Lock
64,9,2,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,M018,Cheetahs,CHE_05,Cheetahs Player 05,Lock
70,14,2,11,13,0,5,0,1,0,0,0,0,0,0,0,0,0,M018,Cheetahs,CHE_07,Cheetahs Player 07,Openside Flanker
77,2,4,4,60,1,2,2,0,0,0,0,0,1,0,0,0,3,M018,Cheetahs,CHE_14,Cheetahs Player 14,Right Wing
64,17,0,16,46,0,1,1,0,0,0,0,0,0,0,0,0,0,M018,Cheetahs,CHE_22,Cheetahs Player 22,Openside Flanker
69,9,0,4,62,0,3,0,0,1,1,0,0,0,0,0,0,0,M018,Cheetahs,CHE_13,Cheetahs Player 13,Outside Centre
61,2,2,15,5,2,0,2,1,0,3,0,0,0,0,0,0,0,M018,Cheetahs,CHE_06,Cheetahs Player 06,Blindside Flanker
69,9,0,6,28,0,0,0,2,1,1,0,1,0,0,0,0,2,M018,Cheetahs,CHE_19,Cheetahs Player 19,Lock
69,16,4,7,96,1,2,1,0,0,1,1,2,0,0,0,0,9,M018,Cheetahs,CHE_10,Cheetahs Player 10,Fly-half
64,18,1,9,60,3,0,0,1,0,1,0,0,0,0,0,0,0,M018,Cheetahs,CHE_21,Cheetahs Player 21,Blindside Flanker
63,8,1,4,22,1,0,0,1,1,0,1,0,0,0,0,0,5,M018,Cheetahs,CHE_01,Cheetahs Player 01,Loosehead Prop
56,0,3,7,43,0,4,0,1,0,0,0,1,0,0,0,0,2,M018,Cheetahs,CHE_25,Cheetahs Player 25,Fly-half
69,11,3,8,14,1,4,1,0,0,1,0,2,0,0,0,0,4,M018,Cheetahs,CHE_15,Cheetahs Player 15,Fullback
66,17,0,9,10,0,0,0,0,0,1,0,0,0,0,0,0,0,M018,Cheetahs,CHE_04,Cheetahs Player 04,Lock
77,0,1,4,53,0,4,0,0,0,0,1,0,0,0,0,0,5,M018,Cheetahs,CHE_24,Cheetahs Player 24,Scrum-half
69,7,2,15,5,0,0,1,0,0,0,0,0,0,0,0,0,0,M018,Cheetahs,CHE_18,Cheetahs Player 18,Tighthead Prop
75,14,0,11,15,1,3,0,0,0,2,0,0,0,0,0,0,0,M018,Sharks,SHA_20,Sharks Player 20,Lock
80,5,1,8,72,0,4,1,1,0,1,0,0,0,0,0,0,0,M018,Sharks,SHA_21,Sharks Player 21,Blindside Flanker
60,9,3,1,81,4,2,3,0,0,0,0,0,0,0,0,0,0,M018,Sharks,SHA_11,Sharks Player 11,Left Wing
68,9,2,8,44,1,1,2,0,1,0,0,1,1,0,0,0,5,M018,Sharks,SHA_15,Sharks Player 15,Fullback
70,10,0,12,10,2,3,0,1,1,2,0,0,0,0,0,0,0,M018,Sharks,SHA_22,Sharks Player 22,Openside Flanker
71,3,1,7,16,1,2,0,0,0,0,1,0,0,0,0,0,5,M018,Sharks,SHA_24,Sharks Player 24,Scrum-half
72,8,0,9,52,0,0,2,0,0,2,0,0,0,0,0,0,0,M018,Sharks,SHA_07,Sharks Player 07,Openside Flanker
60,10,0,9,29,2,0,0,2,2,1,0,0,0,0,0,0,0,M018,Sharks,SHA_17,Sharks Player 17,Hooker
65,11,0,10,87,0,1,1,0,1,0,0,0,0,0,0,0,0,M018,Sharks,SHA_16,Sharks Player 16,Loosehead Prop
80,14,3,13,6,0,3,0,0,1,3,0,0,0,0,1,0,0,M018,Sharks,SHA_06,Sharks Player 06,Blindside Flanker
66,14,0,14,0,0,0,0,2,0,1,0,0,0,0,0,0,0,M018,Sharks,SHA_23,Sharks Player 23,Number 8
60,15,1,12,37,2,0,1,0,2,1,0,0,0,0,0,0,0,M018,Sharks,SHA_02,Sharks Player 02,Hooker
65,17,2,11,22,0,4,2,1,1,1,0,0,0,0,0,0,0,M018,Sharks,SHA_05,Sharks Player 05,Lock
79,13,3,8,82,1,4,0,0,1,2,0,0,0,0,0,0,0,M018,Sharks,SHA_09,Sharks Player 09,Scrum-half
80,8,3,7,0,1,3,1,0,0,1,1,2,1,0,0,0,12,M018,Sharks,SHA_25,Sharks Player 25,Fly-half
76,15,1,10,31,0,1,2,1,0,0,0,0,0,0,0,0,0,M019,Griquas,GRI_20,Griquas Player 20,Lock
80,8,0,10,12,2,4,1,0,0,1,1,0,0,0,0,0,5,M019,Griquas,GRI_11,Griquas Player 11,Left Wing
61,10,0,4,61,1,2,0,0,2,1,0,0,0,0,0,0,0,M019,Griquas,GRI_03,Griquas Player 03,Tighthead Prop
69,14,2,10,36,1,0,0,0,0,1,0,0,0,0,0,0,0,M019,Griquas,GRI_08,Griquas Player 08,Number 8
80,7,4,5,41,0,4,1,0,0,1,0,2,0,0,0,0,4,M019,Griquas,GRI_10,Griquas Player 10,Fly-half
73,15,0,2,14,0,0,0,0,0,2,1,0,0,0,0,0,5,M019,Griquas,GRI_22,Griquas Player 22,Openside Flanker
72,15,2,2,3,0,1,1,1,0,1,0,1,0,0,0,0,2,M019,Griquas,GRI_07,Griquas Player 07,Openside Flanker
74,20,2,5,48,1,4,0,0,0,1,0,0,0,0,0,0,0,M019,Griquas,GRI_05,Griquas Player 05,Lock
80,4,2,9,26,0,0,0,2,1,0,0,0,0,0,0,0,0,M019,Griquas,GRI_01,Griquas Player 01,Loosehead Prop
52,11,2,14,8,1,0,0,1,0,1,0,0,0,0,0,0,0,M019,Griquas,GRI_02,Griquas Player 02,Hooker
67,12,0,8,21,2,0,0,1,1,1,1,0,1,0,0,0,8,M019,Griquas,GRI_04,Griquas Player 04,Lock
71,2,0,3,106,2,3,0,1,0,1,0,1,0,0,0,0,2,M019,Griquas,GRI_25,Griquas Player 25,Fly-half
73,15,0,6,19,0,0,1,2,0,0,0,0,0,0,0,0,0,M019,Griquas,GRI_21,Griquas Player 21,Blindside Flanker
76,6,2,4,17,0,1,0,1,0,0,0,1,0,0,0,0,2,M019,Griquas,GRI_16,Griquas Player 16,Loosehead Prop
69,9,0,8,40,0,1,1,0,1,1,0,0,0,0,0,0,0,M019,Griquas,GRI_14,Griquas Player 14,Right Wing
65,5,1,6,80,2,3,1,0,1,1,0,0,0,0,0,0,0,M019,Stormers,STO_14,Stormers Player 14,Right Wing
75,8,2,8,65,0,0,0,0,0,1,0,0,0,0,0,0,0,M019,Stormers,STO_21,Stormers Player 21,Blindside Flanker
80,11,1,10,0,1,2,1,0,0,2,0,0,0,0,0,0,0,M019,Stormers,STO_19,Stormers Player 19,Lock
55,13,1,17,1,0,0,0,1,0,1,0,0,0,0,0,0,0,M019,Stormers,STO_07,Stormers Player 07,Openside Flanker
65,13,2,4,48,0,2,1,0,1,0,0,0,0,0,0,0,0,M019,Stormers,STO_13,Stormers Player 13,Outside Centre
52,13,0,0,17,0,0,1,0,0,1,0,0,0,0,0,0,0,M019,Stormers,STO_16,Stormers Player 16,Loosehead Prop
67,8,0,10,25,0,4,2,0,0,0,1,0,0,0,0,0,5,M019,Stormers,STO_24,Stormers Player 24,Scrum-half
56,13,0,5,60,0,2,0,0,0,1,0,0,0,0,0,0,0,M019,Stormers,STO_08,Stormers Player 08,Number 8
80,13,2,10,0,0,0,0,1,1,1,0,0,0,0,0,0,0,M019,Stormers,STO_05,Stormers Player 05,Lock
72,16,1,6,13,0,1,2,0,0,3,0,0,0,0,0,0,0,M019,Stormers,STO_01,Stormers Player 01,Loosehead Prop
69,8,0,7,71,2,4,2,2,1,0,1,2,1,0,0,1,12,M019,Stormers,STO_15,Stormers Player 15,Fullback
58,11,0,11,3,0,2,0,1,0,1,0,0,0,0,0,0,0,M019,Stormers,STO_23,Stormers Player 23,Number 8
73,2,4,6,104,1,4,1,0,0,2,0,1,3,0,0,0,11,M019,Stormers,STO_25,Stormers Player 25,Fly-half
67,10,1,10,20,0,0,1,1,1,0,1,1,0,0,0,0,7,M019,Stormers,STO_02,Stormers Player 02,Hooker
49,10,4,9,24,0,3,0,2,0,0,0,0,0,0,0,0,0,M019,Stormers,STO_22,Stormers Player 22,Openside Flanker
75,9,2,10,49,0,2,1,0,0,0,0,0,0,0,0,0,0,M020,Pumas,PUM_06,Pumas Player 06,Blindside Flanker
57,8,1,6,54,0,2,2,1,0,1,0,0,0,0,0,0,0,M020,Pumas,PUM_23,Pumas Player 23,Number 8
58,11,0,7,36,0,3,1,1,0,0,0,0,0,0,0,0,0,M020,Pumas,PUM_17,Pumas Player 17,Hooker
63,6,3,12,100,0,2,0,0,0,0,0,1,1,0,0,0,5,M020,Pumas,PUM_15,Pumas Player 15,Fullback
61,2,0,10,13,0,3,0,0,1,1,0,0,0,0,0,0,0,M020,Pumas,PUM_02,Pumas Player 02,Hooker
42,4,2,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,M020,Pumas,PUM_18,Pumas Player 18,Tighthead Prop
70,17,4,6,51,0,0,0,0,0,0,0,2,0,0,1,0,4,M020,Pumas,PUM_08,Pumas Player 08,Number 8
57,9,0,9,0,0,1,0,2,0,1,0,0,0,0,0,0,0,M020,Pumas,PUM_04,Pumas Player 04,Lock
80,10,1,9,1,0,3,1,1,0,1,1,0,0,0,0,0,5,M020,Pumas,PUM_22,Pumas Player 22,Openside Flanker
75,15,1,9,36,0,1,0,1,1,1,1,0,0,0,0,0,5,M020,Pumas,PUM_05,Pumas Player 05,Lock
80,14,1,7,82,0,2,2,1,0,0,0,0,0,0,0,0,0,M020,Pumas,PUM_13,Pumas Player 13,Outside Centre
67,1,3,7,28,0,0,0,0,0,1,0,1,0,0,0,0,2,M020,Pumas,PUM_19,Pumas Player 19,Lock
41,2,0,8,63,1,2,0,0,0,1,0,0,0,0,0,0,0,M020,Pumas,PUM_11,Pumas Player 11,Left Wing
57,2,1,4,54,1,1,0,1,0,0,0,1,0,0,0,0,2,M020,Pumas,PUM_09,Pumas Player 09,Scrum-half
70,7,3,7,30,0,0,3,1,0,0,0,0,0,0,0,0,0,M020,Pumas,PUM_12,Pumas Player 12,Inside Centre
61,3,1,6,26,1,0,0,0,0,1,1,0,0,0,0,0,5,M020,Griffons,GRI_20,Griffons Player 20,Lock
75,7,3,6,64,1,2,1,1,0,2,1,1,0,0,0,0,7,M020,Griffons,GRI_11,Griffons Player 11,Left Wing
49,7,0,10,36,2,3,0,0,0,1,0,0,1,0,0,0,3,M020,Griffons,GRI_15,Griffons Player 15,Fullback
63,3,3,3,75,2,5,1,0,0,1,1,2,0,1,0,0,12,M020,Griffons,GRI_25,Griffons Player 25,Fly-half
68,6,1,8,37,0,1,0,1,0,2,0,0,0,0,0,0,0,M020,Griffons,GRI_17,Griffons Player 17,Hooker
80,12,0,8,40,1,3,2,0,0,1,0,0,0,0,0,0,0,M020,Griffons,GRI_14,Griffons Player 14,Right Wing
73,14,2,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,M020,Griffons,GRI_18,Griffons Player 18,Tighthead Prop
66,13,4,6,1,0,3,0,0,0,1,1,0,0,0,0,0,5,M020,Griffons,GRI_23,Griffons Player 23,Number 8
78,9,0,5,24,1,4,0,0,0,0,0,0,0,0,0,0,0,M020,Griffons,GRI_06,Griffons Player 06,Blindside Flanker
71,19,0,4,20,0,0,3,0,0,1,0,0,0,0,0,0,0,M020,Griffons,GRI_16,Griffons Player 16,Loosehead Prop
77,21,0,3,44,1,0,0,0,0,2,0,0,0,0,1,0,0,M020,Griffons,GRI_08,Griffons Player 08,Number 8
49,17,2,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,M020,Griffons,GRI_05,Griffons Player 05,Lock
65,7,0,9,18,1,0,0,1,0,0,1,0,0,0,0,0,5,M020,Griffons,GRI_13,Griffons Player 13,Outside Centre
51,16,3,16,61,0,1,0,0,0,2,0,1,0,0,0,0,2,M020,Griffons,GRI_04,Griffons Player 04,Lock
52,10,4,3,94,1,2,0,0,1,0,1,0,0,0,0,0,5,M020,Griffons,GRI_24,Griffons Player 24,Scrum-half
72,5,5,6,49,0,3,1,1,0,0,0,0,0,0,0,0,0,M021,Sharks,SHA_25,Sharks Player 25,Fly-half
72,17,0,7,0,0,1,0,1,1,1,0,1,0,0,0,0,2,M021,Sharks,SHA_17,Sharks Player 17,Hooker
60,10,1,4,13,0,0,1,2,0,2,0,0,0,0,0,0,0,M021,Sharks,SHA_16,Sharks Player 16,Loosehead Prop
66,7,0,4,29,1,2,0,0,0,2,0,0,0,0,0,0,0,M021,Sharks,SHA_21,Sharks Player 21,Blindside Flanker
75,9,1,7,0,0,1,1,1,0,2,0,0,0,0,0,0,0,M021,Sharks,SHA_08,Sharks Player 08,Number 8
68,5,4,8,59,2,3,0,1,0,1,0,0,0,0,0,0,0,M021,Sharks,SHA_09,Sharks Player 09,Scrum-half
76,8,2,4,40,2,2,1,0,0,1,0,0,2,0,0,0,6,M021,Sharks,SHA_15,Sharks Player 15,Fullback
73,11,2,5,11,1,0,1,1,0,0,0,0,1,0,0,0,3,M021,Sharks,SHA_03,Sharks Player 03,Tighthead Prop
59,4,1,2,12,0,4,0,0,0,0,0,0,0,0,0,0,0,M021,Sharks,SHA_10,Sharks Player 10,Fly-half
64,6,0,4,5,0,2,0,1,0,0,0,0,0,0,0,0,0,M021,Sharks,SHA_22,Sharks Player 22,Openside Flanker
80,13,2,10,0,1,0,1,2,0,0,1,0,0,0,0,0,5,M021,Sharks,SHA_05,Sharks Player 05,Lock
43,10,1,8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,M021,Sharks,SHA_06,Sharks Player 06,Blindside Flanker
74,6,0,4,60,0,5,2,0,1,0,0,0,0,0,0,0,0,M021,Sharks,SHA_14,Sharks Player 14,Right Wing
60,19,2,11,0,0,2,1,2,0,0,0,1,0,0,0,0,2,M021,Sharks,SHA_20,Sharks Player 20,Lock
68,9,0,8,42,1,0,0,1,0,1,1,0,0,0,0,0,5,M021,Sharks,SHA_02,Sharks Player 02,Hooker
69,9,4,15,70,0,0,0,0,0,2,0,0,0,0,0,0,0,M021,Bulls,BUL_05,Bulls Player 05,Lock
59,2,2,9,64,0,4,1,0,0,1,0,0,0,0,0,0,0,M021,Bulls,BUL_25,Bulls Player 25,Fly-half
65,15,0,7,56,0,3,1,1,0,0,0,0,0,0,0,0,0,M021,Bulls,BUL_08,Bulls Player 08,Number 8
49,5,3,4,55,1,1,2,2,1,0,0,0,0,0,0,0,0,M021,Bulls,BUL_13,Bulls Player 13,Outside Centre
80,7,0,6,44,0,5,1,1,1,0,1,0,0,0,0,0,5,M021,Bulls,BUL_24,Bulls Player 24,Scrum-half
73,7,4,4,27,2,2,1,0,0,1,0,0,0,0,0,0,0,M021,Bulls,BUL_07,Bulls Player 07,Openside Flanker
56,10,3,6,13,0,0,0,1,1,2,0,0,0,0,0,0,0,M021,Bulls,BUL_03,Bulls Player 03,Tighthead Prop
70,13,0,4,82,0,1,0,0,0,1,1,0,0,0,0,0,5,M021,Bulls,BUL_14,Bulls Player 14,Right Wing
69,10,1,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,M021,Bulls,BUL_18,Bulls Player 18,Tighthead Prop
55,16,4,8,108,2,2,1,1,0,0,0,0,0,0,0,0,0,M021,Bulls,BUL_11,Bulls Player 11,Left Wing
72,17,1,7,14,1,3,0,0,0,0,1,0,1,0,0,0,8,M021,Bulls,BUL_09,Bulls Player 09,Scrum-half
61,12,1,9,36,0,0,0,3,0,1,0,0,0,0,0,0,0,M021,Bulls,BUL_23,Bulls Player 23,Number 8
51,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M021,Bulls,BUL_20,Bulls Player 20,Lock
61,7,1,12,0,0,0,0,1,0,0,1,0,0,0,0,0,5,M021,Bulls,BUL_01,Bulls Player 01,Loosehead Prop
53,4,1,9,22,0,2,2,1,0,0,0,0,0,0,0,0,0,M021,Bulls,BUL_04,Bulls Player 04,Lock
